IBSR_01,0.9792160143620312,0.25202401805711694,0.02078398563796875,0.7821064134868375
IBSR_02,0.9634843206735871,0.06368273833025961,0.03651567932641287,0.9058004665808893
IBSR_03,0.9836128986144017,0.09169629098614822,0.01638710138559827,0.9009949990082746
IBSR_04,0.9761554301617256,0.03525813070093572,0.023844569838274376,0.9429101798029891
IBSR_05,0.9868262931921268,0.43534375847210766,0.013173706807873269,0.6875191307778298
IBSR_06,0.9883753170220559,0.14864497702604335,0.011624682977944074,0.8604706735244326
IBSR_07,0.9134165510438322,0.004165879202179395,0.0865834489561678,0.9096271542004111
IBSR_08,0.9103968844906973,0.008046557714372519,0.08960311550930268,0.9031297984439485
IBSR_09,0.5609534440843192,0.00429756122378742,0.4390465559156808,0.5585530282486886
IBSR_10,0.9220974377613321,0.007748717964380943,0.07790256223866784,0.9150073042255399
IBSR_11,0.2638054354417353,0.20473970352325754,0.7361945645582647,0.2189729737222382
IBSR_12,0.8978450335789924,0.005166805007084706,0.10215496642100762,0.893229888916461
IBSR_13,0.9718471798524856,0.09345632812551666,0.02815282014751439,0.8887846316811734
IBSR_14,0.9726691091744873,0.03286424087874159,0.02733089082551269,0.9417201900096364
IBSR_15,0.9824920294664912,0.1565800879932391,0.017507970533508884,0.8494803253713239
IBSR_16,0.9893086565790987,0.1273801895937043,0.01069134342090131,0.8775288635643269
IBSR_17,0.9888894069049555,0.15200443478521883,0.011110593095044523,0.8584076389335474
IBSR_18,0.9774012891113667,0.05090809042361569,0.02259871088863327,0.9300540152063929
